OrderID,Product,Region,Sales Channel,Sales Rep,Units Sold,Unit Price,Total Revenue,Order Date,Customer Email
ORD1034,Keyboard,West,Online,Alice,80,209.98,16798.399999999998,2021-01-02 10:00:00,user9489@example.com
ORD1035,Tablet,North,Retail,David,15,443.95,6659.25,2021-01-02 11:00:00,user2368@example.com
ORD1036,Tablet,West,Online,Frank,62,118.73,7361.26,2021-01-02 12:00:00,user6106@example.com
ORD1037,Camera,South,Online,Frank,62,360.17,22330.54,2021-01-02 13:00:00,user3254@example.com
ORD1038,Printer,South,Online,Bob,47,441.97,20772.59,2021-01-02 14:00:00,user4321@example.com
ORD1039,Keyboard,South,Retail,Eva,62,368.35,22837.7,2021-01-02 15:00:00,user8493@example.com
ORD1040,Printer,East,Wholesale,Bob,51,351.66,17934.66,2021-01-02 16:00:00,user3738@example.com
ORD1041,Tablet,North,Online,Charlie,55,378.79,20833.45,2021-01-02 17:00:00,user8383@example.com
ORD1042,Smartphone,West,Online,Eva,64,237.88,15224.32,2021-01-02 18:00:00,user8649@example.com
ORD1043,Keyboard,West,Retail,Alice,3,438.34,1315.02,2021-01-02 19:00:00,user1725@example.com
ORD1044,Monitor,West,Retail,Charlie,51,109.68,5593.68,2021-01-02 20:00:00,user3811@example.com
ORD1045,Smartphone,South,Wholesale,Bob,7,72.42,506.94,2021-01-02 21:00:00,user1923@example.com
ORD1046,Keyboard,South,Wholesale,Charlie,21,149.9,3147.9,2021-01-02 22:00:00,user7830@example.com
ORD1047,Mouse,East,Online,Frank,73,270.47,19744.31,2021-01-02 23:00:00,user3532@example.com
ORD1048,Monitor,North,Retail,Charlie,39,260.18,10147.02,2021-01-03 00:00:00,user3181@example.com
ORD1049,Mouse,South,Online,Bob,18,412.09,7417.62,2021-01-03 01:00:00,user9880@example.com
ORD1050,Mouse,East,Retail,Frank,4,208.24,832.96,2021-01-03 02:00:00,user8402@example.com
ORD1051,Printer,East,Wholesale,David,89,247.33,22012.370000000003,2021-01-03 03:00:00,user8210@example.com
ORD1052,Smartphone,East,Online,Charlie,60,16.55,993.0,2021-01-03 04:00:00,user9055@example.com
ORD1053,Keyboard,East,Retail,Charlie,14,210.77,,2021-01-03 05:00:00,user8833@example.com
ORD1054,Monitor,South,Online,Alice,9,327.41,2946.69,2021-01-03 06:00:00,user1200@example.com
ORD1055,Tablet,West,Online,Frank,90,17.6,1584.0000000000002,2021-01-03 07:00:00,user7519@example.com
ORD1056,Mouse,West,Wholesale,David,53,147.63,7824.389999999999,2021-01-03 08:00:00,user7919@example.com
ORD1057,Keyboard,West,Online,Frank,2,111.9,223.8,2021-01-03 09:00:00,user7403@example.com
ORD1058,Keyboard,West,Retail,Frank,84,30.57,2567.88,2021-01-03 10:00:00,user6956@example.com
ORD1059,Keyboard,East,Online,Alice,92,244.84,,2021-01-03 11:00:00,user9844@example.com
ORD1060,Smartphone,North,Retail,Eva,60,99.04,,2021-01-03 12:00:00,user3018@example.com
ORD1061,Mouse,South,Online,Alice,71,374.11,26561.81,2021-01-03 13:00:00,user4866@example.com
ORD1062,Printer,West,Wholesale,Bob,44,425.48,18721.120000000003,2021-01-03 14:00:00,user1856@example.com
ORD1063,Printer,South,Retail,Alice,8,277.34,2218.72,2021-01-03 15:00:00,user4327@example.com
ORD1064,Mouse,South,Wholesale,Charlie,47,491.04,23078.88,2021-01-03 16:00:00,user9588@example.com
ORD1065,Printer,South,Wholesale,Charlie,35,230.73,8075.549999999999,2021-01-03 17:00:00,user7346@example.com
ORD1066,Printer,South,Retail,Charlie,78,261.55,20400.9,2021-01-03 18:00:00,user5249@example.com
ORD1067,Keyboard,East,Retail,Charlie,81,494.72,40072.32,2021-01-03 19:00:00,user4773@example.com
ORD1068,Laptop,West,Wholesale,Eva,36,123.46,4444.5599999999995,2021-01-03 20:00:00,user3366@example.com
ORD1069,Camera,West,Retail,Charlie,50,471.85,,2021-01-03 21:00:00,user7616@example.com
ORD1070,Monitor,East,Retail,Bob,4,30.99,123.96,2021-01-03 22:00:00,user2111@example.com
ORD1071,Smartphone,North,Retail,Eva,2,228.73,457.46,2021-01-03 23:00:00,user6399@example.com
ORD1072,Mouse,East,Wholesale,Frank,6,44.3,265.79999999999995,2021-01-04 00:00:00,user8411@example.com
ORD1073,Mouse,West,Online,Alice,54,367.33,19835.82,2021-01-04 01:00:00,user6848@example.com
ORD1074,Monitor,South,Wholesale,Charlie,4,308.12,1232.48,2021-01-04 02:00:00,user7263@example.com
ORD1075,Smartphone,South,Retail,Eva,54,356.25,,2021-01-04 03:00:00,user1946@example.com
ORD1076,Laptop,East,Online,Charlie,93,193.5,17995.5,2021-01-04 04:00:00,user9854@example.com
ORD1077,Camera,East,Online,Eva,63,191.05,12036.150000000001,2021-01-04 05:00:00,user5698@example.com
ORD1078,Laptop,West,Online,Eva,18,32.21,579.78,2021-01-04 06:00:00,user2960@example.com
ORD1079,Laptop,North,Online,Charlie,90,181.47,16332.3,2021-01-04 07:00:00,user7387@example.com
ORD1080,Keyboard,West,Wholesale,Frank,44,465.35,20475.4,2021-01-04 08:00:00,user3075@example.com
ORD1081,Printer,North,Wholesale,Eva,34,195.82,6657.88,2021-01-04 09:00:00,user1684@example.com
ORD1082,Camera,East,Wholesale,Alice,74,417.37,30885.38,2021-01-04 10:00:00,user3552@example.com
ORD1083,Smartphone,West,Online,Eva,62,422.74,26209.88,2021-01-04 11:00:00,user3298@example.com
ORD1084,Mouse,South,Wholesale,Frank,14,192.89,2700.46,2021-01-04 12:00:00,user1586@example.com
ORD1085,Mouse,North,Retail,Alice,95,319.67,30368.65,2021-01-04 13:00:00,user6066@example.com
ORD1086,Tablet,West,Retail,Frank,48,56.73,2723.04,2021-01-04 14:00:00,user9919@example.com
ORD1087,Smartphone,South,Online,Charlie,15,60.8,,2021-01-04 15:00:00,user5250@example.com
ORD1088,Tablet,North,Online,David,72,33.84,2436.4800000000005,2021-01-04 16:00:00,user7454@example.com
ORD1089,Laptop,North,Wholesale,Charlie,78,294.7,22986.6,2021-01-04 17:00:00,user9222@example.com
ORD1090,Mouse,South,Retail,Alice,87,218.77,19032.99,2021-01-04 18:00:00,user2929@example.com
ORD1091,Tablet,East,Online,Charlie,62,278.54,17269.48,2021-01-04 19:00:00,user2498@example.com
ORD1092,Keyboard,North,Retail,David,40,265.33,10613.199999999999,2021-01-04 20:00:00,user2959@example.com
ORD1093,Laptop,North,Retail,Alice,85,181.6,,2021-01-04 21:00:00,user9868@example.com
ORD1094,Mouse,East,Retail,Alice,80,341.96,27356.8,2021-01-04 22:00:00,user6254@example.com
ORD1095,Printer,South,Online,Alice,82,381.67,31296.940000000002,2021-01-04 23:00:00,user2620@example.com
ORD1096,Tablet,East,Retail,Frank,53,17.17,910.0100000000001,2021-01-05 00:00:00,user4054@example.com
ORD1097,Printer,North,Retail,Charlie,24,111.55,2677.2,2021-01-05 01:00:00,user3930@example.com
ORD1098,Smartphone,West,Retail,Alice,26,359.49,9346.74,2021-01-05 02:00:00,user3691@example.com
ORD1099,Printer,South,Retail,Charlie,89,199.44,,2021-01-05 03:00:00,user6658@example.com
ORD1100,Mouse,north,Retail,Alice,60,334.62,20077.2,2021-01-05 04:00:00,user3682@example.com
ORD1101,Monitor,north,Online,Charlie,41,180.01,7380.41,2021-01-05 05:00:00,user8139@example.com
ORD1102,Tablet,west,Online,Frank,29,201.47,5842.63,2021-01-05 06:00:00,user6752@example.com
ORD1103,Smartphone,south,Wholesale,Charlie,15,87.75,1316.25,2021-01-05 07:00:00,user2535@example.com
ORD1104,Smartphone,west,Retail,Frank,45,136.53,6143.85,2021-01-05 08:00:00,user9069@example.com
ORD1105,Laptop,south,Online,David,65,306.65,19932.25,2021-01-05 09:00:00,user2506@example.com
ORD1106,Smartphone,west,Online,Eva,89,222.25,19780.25,2021-01-05 10:00:00,user2953@example.com
ORD1107,Laptop,east,Wholesale,David,71,389.41,27648.11,2021-01-05 11:00:00,user3202@example.com
ORD1108,Keyboard,west,Retail,Frank,9,427.77,3849.93,2021-01-05 12:00:00,user8217@example.com
ORD1109,Laptop,east,Online,Alice,88,275.41,24236.08,2021-01-05 13:00:00,user8905@example.com
ORD1110,Keyboard,west,Online,Frank,1,381.55,381.55,2021-01-05 14:00:00,user7992@example.com
ORD1111,Monitor,east,Wholesale,Frank,8,160.38,1283.04,2021-01-05 15:00:00,user9784@example.com
ORD1112,Tablet,east,Online,Alice,88,213.34,18773.920000000002,2021-01-05 16:00:00,user4279@example.com
ORD1113,Tablet,east,Online,Bob,63,359.26,22633.38,2021-01-05 17:00:00,user8826@example.com
ORD1114,Tablet,west,Wholesale,Eva,11,199.24,2191.6400000000003,2021-01-05 18:00:00,user9211@example.com
ORD1115,Tablet,east,Online,Alice,81,298.37,24167.97,2021-01-05 19:00:00,user6857@example.com
ORD1116,Keyboard,west,Wholesale,Frank,8,100.83,806.64,2021-01-05 20:00:00,user9236@example.com
ORD1117,Mouse,north,Retail,Eva,35,303.89,10636.15,2021-01-05 21:00:00,user2924@example.com
ORD1118,Printer,north,Wholesale,Frank,35,432.14,,2021-01-05 22:00:00,user1690@example.com
ORD1119,Keyboard,east,Online,David,33,435.63,14375.789999999999,2021-01-05 23:00:00,user6678@example.com
ORD1120,Laptop,north,Online,David,5,364.93,1824.65,2021-01-06 00:00:00,user3550@example.com
ORD1121,Smartphone,north,Wholesale,Frank,41,375.42,15392.220000000001,2021-01-06 01:00:00,user9137@example.com
ORD1122,Laptop,north,Wholesale,Eva,28,283.38,,2021-01-06 02:00:00,user4083@example.com
ORD1123,Camera,east,Online,Charlie,7,296.49,,2021-01-06 03:00:00,user7689@example.com
ORD1124,Monitor,west,Retail,Frank,73,75.49,5510.7699999999995,2021-01-06 04:00:00,user6743@example.com
ORD1125,Camera,north,Retail,Frank,72,227.49,16379.28,2021-01-06 05:00:00,user5378@example.com
ORD1126,Laptop,north,Retail,Alice,12,230.88,2770.56,2021-01-06 06:00:00,user8423@example.com
ORD1127,Smartphone,north,Online,Charlie,34,479.66,16308.44,2021-01-06 07:00:00,user6201@example.com
ORD1128,Monitor,south,Online,Charlie,33,221.23,7300.589999999999,2021-01-06 08:00:00,user8255@example.com
ORD1129,Monitor,north,Online,Eva,48,279.18,,2021-01-06 09:00:00,user9240@example.com
ORD1130,Laptop,north,Online,Eva,23,271.29,6239.67,2021-01-06 10:00:00,user5059@example.com
ORD1131,Mouse,south,Wholesale,David,62,322.01,19964.62,2021-01-06 11:00:00,user5641@example.com
ORD1132,Tablet,west,Retail,Alice,88,376.63,33143.44,2021-01-06 12:00:00,user3176@example.com
ORD1133,Tablet,south,Retail,David,37,120.27,4449.99,2021-01-06 13:00:00,user8941@example.com
ORD1134,Laptop,south,Wholesale,Bob,99,269.07,26637.93,2021-01-06 14:00:00,user8730@example.com
ORD1135,Smartphone,north,Wholesale,Charlie,44,414.7,18246.8,2021-01-06 15:00:00,user9371@example.com
ORD1136,Monitor,south,Retail,David,86,236.93,20375.98,2021-01-06 16:00:00,user9374@example.com
ORD1137,Smartphone,south,Online,Alice,91,146.44,13326.039999999999,2021-01-06 17:00:00,user2458@example.com
ORD1138,Laptop,east,Retail,Alice,35,330.81,,2021-01-06 18:00:00,user8124@example.com
ORD1139,Keyboard,south,Wholesale,David,65,413.65,26887.25,2021-01-06 19:00:00,user7859@example.com
ORD1140,Mouse,south,Retail,David,99,40.94,4053.06,2021-01-06 20:00:00,user4866@example.com
ORD1141,Monitor,north,Online,Eva,47,390.63,18359.61,2021-01-06 21:00:00,user1955@example.com
ORD1142,Smartphone,north,Wholesale,David,78,412.61,32183.58,2021-01-06 22:00:00,user3029@example.com
ORD1143,Laptop,south,Wholesale,David,3,236.15,708.45,2021-01-06 23:00:00,user9664@example.com
ORD1144,Tablet,north,Online,Eva,1,491.82,491.82,2021-01-07 00:00:00,user8317@example.com
ORD1145,Keyboard,north,Wholesale,Bob,5,395.49,1977.45,2021-01-07 01:00:00,user5416@example.com
ORD1146,Monitor,west,Online,Alice,90,389.09,35018.1,2021-01-07 02:00:00,user4960@example.com
ORD1147,Laptop,east,Retail,Frank,14,376.44,5270.16,2021-01-07 03:00:00,user5211@example.com
ORD1148,Smartphone,east,Online,Frank,27,83.8,2262.6,2021-01-07 04:00:00,user7725@example.com
ORD1149,Camera,east,Wholesale,Alice,9,116.44,1047.96,2021-01-07 05:00:00,user1876@example.com
ORD1150,Smartphone,west,Wholesale,Bob,79,237.36,18751.440000000002,2021-01-07 06:00:00,user2933@example.com
ORD1151,Mouse,south,Wholesale,Bob,15,139.36,2090.4,2021-01-07 07:00:00,user3753@example.com
ORD1152,Keyboard,west,Online,David,90,213.47,19212.3,2021-01-07 08:00:00,user2736@example.com
ORD1153,Camera,east,Retail,Alice,42,445.35,18704.7,2021-01-07 09:00:00,user4293@example.com
ORD1154,Mouse,north,Retail,Charlie,77,413.92,31871.84,2021-01-07 10:00:00,user9958@example.com
ORD1155,Camera,south,Online,Alice,51,318.72,16254.720000000001,2021-01-07 11:00:00,user7970@example.com
ORD1156,Camera,north,Retail,Frank,63,430.48,27120.24,2021-01-07 12:00:00,user1079@example.com
ORD1157,Tablet,west,Wholesale,David,96,394.05,37828.8,2021-01-07 13:00:00,user2519@example.com
ORD1158,Keyboard,east,Online,David,52,220.2,11450.4,2021-01-07 14:00:00,user1540@example.com
ORD1159,Keyboard,east,Wholesale,Eva,96,108.52,10417.92,2021-01-07 15:00:00,user9252@example.com
ORD1160,Monitor,south,Retail,Eva,4,261.96,1047.84,2021-01-07 16:00:00,user2762@example.com
ORD1161,Monitor,east,Wholesale,Alice,94,370.75,34850.5,2021-01-07 17:00:00,user8008@example.com
ORD1162,Camera,south,Wholesale,David,23,223.85,5148.55,2021-01-07 18:00:00,user2582@example.com
ORD1163,Mouse,north,Wholesale,Frank,15,336.72,5050.8,2021-01-07 19:00:00,user5081@example.com
ORD1164,Tablet,west,Online,Eva,43,56.22,2417.46,2021-01-07 20:00:00,user8151@example.com
ORD1165,Printer,south,Online,Frank,29,376.52,10919.08,2021-01-07 21:00:00,user1501@example.com
ORD1166,Camera,west,Wholesale,David,36,408.23,14696.28,2021-01-07 22:00:00,user3331@example.com
ORD1167,Smartphone,north,Wholesale,Charlie,13,356.35,4632.55,2021-01-07 23:00:00,user5435@example.com
ORD1168,Tablet,east,Retail,David,32,483.96,15486.72,2021-01-08 00:00:00,user5082@example.com
ORD1169,Camera,west,Retail,David,71,415.06,,2021-01-08 01:00:00,user9791@example.com
ORD1170,Tablet,west,Retail,Bob,59,452.52,26698.68,2021-01-08 02:00:00,user8362@example.com
ORD1171,Mouse,south,Wholesale,Frank,86,467.45,40200.7,2021-01-08 03:00:00,user4905@example.com
ORD1172,Monitor,west,Retail,Bob,28,402.66,11274.480000000001,2021-01-08 04:00:00,user1034@example.com
ORD1173,Tablet,north,Retail,Alice,66,340.39,22465.739999999998,2021-01-08 05:00:00,user9084@example.com
ORD1174,Camera,north,Online,David,42,12.8,537.6,2021-01-08 06:00:00,user2961@example.com
ORD1175,Smartphone,north,Retail,Frank,45,238.25,10721.25,2021-01-08 07:00:00,user4359@example.com
ORD1176,Keyboard,west,Wholesale,Eva,62,289.87,17971.94,2021-01-08 08:00:00,user8932@example.com
ORD1177,Laptop,north,Wholesale,Charlie,57,158.97,9061.289999999999,2021-01-08 09:00:00,user6659@example.com
ORD1178,Printer,east,Wholesale,Bob,6,165.87,,2021-01-08 10:00:00,user5712@example.com
ORD1179,Tablet,west,Retail,Bob,28,480.97,13467.16,2021-01-08 11:00:00,user4228@example.com
ORD1180,Laptop,east,Wholesale,Eva,28,446.94,12514.32,2021-01-08 12:00:00,user6766@example.com
ORD1181,Keyboard,west,Retail,Alice,44,426.1,18748.4,2021-01-08 13:00:00,user2270@example.com
ORD1182,Tablet,south,Retail,Charlie,84,208.95,17551.8,2021-01-08 14:00:00,user2063@example.com
ORD1183,Keyboard,west,Retail,David,30,16.71,501.3,2021-01-08 15:00:00,user3366@example.com
ORD1184,Monitor,south,Wholesale,Alice,62,49.31,3057.2200000000003,2021-01-08 16:00:00,user5548@example.com
ORD1185,Tablet,west,Online,Charlie,75,162.98,12223.5,2021-01-08 17:00:00,user6314@example.com
ORD1186,Camera,west,Wholesale,Bob,92,17.71,1629.3200000000002,2021-01-08 18:00:00,user4455@example.com
ORD1187,Camera,north,Online,David,89,18.4,1637.6,2021-01-08 19:00:00,user6348@example.com
ORD1188,Tablet,east,Retail,Frank,62,459.14,28466.68,2021-01-08 20:00:00,user7807@example.com
ORD1189,Keyboard,north,Wholesale,David,97,356.02,34533.939999999995,2021-01-08 21:00:00,user4130@example.com
ORD1190,Laptop,west,Wholesale,Frank,1,161.39,161.39,2021-01-08 22:00:00,user2120@example.com
ORD1191,Printer,south,Wholesale,Charlie,27,75.0,2025.0,2021-01-08 23:00:00,user1115@example.com
ORD1192,Mouse,north,Online,David,62,260.7,16163.4,2021-01-09 00:00:00,user6491@example.com
ORD1193,Monitor,east,Wholesale,Charlie,77,12.62,971.7399999999999,2021-01-09 01:00:00,user8062@example.com
ORD1194,Printer,north,Online,Alice,3,469.82,1409.46,2021-01-09 02:00:00,user1480@example.com
ORD1195,Smartphone,north,Wholesale,Eva,70,213.26,14928.199999999999,2021-01-09 03:00:00,user8642@example.com
ORD1196,Mouse,south,Retail,Alice,72,207.14,14914.079999999998,2021-01-09 04:00:00,user2023@example.com
ORD1197,Mouse,north,Online,Eva,27,201.39,5437.53,2021-01-09 05:00:00,user2055@example.com
ORD1198,Mouse,north,Retail,Alice,9,43.97,395.73,2021-01-09 06:00:00,user9236@example.com
ORD1199,Printer,north,Online,David,62,322.78,20012.359999999997,2021-01-09 07:00:00,user4242@example.com
ORD1200,Printer,south,Retail,Bob,37,369.17,13659.29,2021-01-09 08:00:00,user5901@example.com
ORD1201,Keyboard,North,Online,Frank,97,341.3,33106.1,2021-01-09 09:00:00,user4265@example.com
ORD1202,Laptop,North,Retail,David,51,77.83,3969.33,2021-01-09 10:00:00,user3287@example.com
ORD1203,Printer,East,Retail,Bob,44,293.63,12919.72,2021-01-09 11:00:00,user4831@example.com
ORD1204,Mouse,North,Wholesale,Frank,24,289.05,6937.200000000001,2021-01-09 12:00:00,user3271@example.com
ORD1205,Smartphone,North,Wholesale,Charlie,79,435.52,34406.08,2021-01-09 13:00:00,user1696@example.com
ORD1206,Printer,North,Online,Eva,59,195.77,11550.43,2021-01-09 14:00:00,user3890@example.com
ORD1207,Mouse,North,Wholesale,Alice,32,192.03,6144.96,2021-01-09 15:00:00,user1166@example.com
ORD1208,Mouse,North,Wholesale,Charlie,96,313.08,30055.68,2021-01-09 16:00:00,user4029@example.com
ORD1209,Keyboard,South,Online,Frank,88,320.21,28178.48,2021-01-09 17:00:00,user1722@example.com
ORD1210,Monitor,East,Retail,Alice,52,239.95,12477.4,2021-01-09 18:00:00,user9120@example.com
ORD1211,Printer,West,Online,David,62,227.1,14080.199999999999,2021-01-09 19:00:00,user6317@example.com
ORD1212,Monitor,North,Online,Alice,58,252.13,14623.539999999999,2021-01-09 20:00:00,user8161@example.com
ORD1213,Laptop,South,Wholesale,Charlie,52,431.91,22459.32,2021-01-09 21:00:00,user1622@example.com
ORD1214,Smartphone,North,Online,Charlie,12,235.97,2831.64,2021-01-09 22:00:00,user1518@example.com
ORD1215,Smartphone,West,Retail,Frank,39,470.57,18352.23,2021-01-09 23:00:00,user9011@example.com
ORD1216,Tablet,South,Retail,Eva,2,256.96,513.92,2021-01-10 00:00:00,user2938@example.com
ORD1217,Laptop,East,Online,Charlie,3,475.11,1425.33,2021-01-10 01:00:00,user8414@example.com
ORD1218,Printer,East,Online,David,56,418.09,23413.039999999997,2021-01-10 02:00:00,user2346@example.com
ORD1219,Mouse,North,Online,Alice,81,187.59,15194.79,2021-01-10 03:00:00,user6594@example.com
ORD1220,Monitor,South,Online,David,59,433.18,25557.62,2021-01-10 04:00:00,user2767@example.com
ORD1221,Smartphone,East,Wholesale,Bob,2,63.93,127.86,2021-01-10 05:00:00,user1176@example.com
ORD1222,Camera,North,Retail,Frank,2,463.27,926.54,2021-01-10 06:00:00,user4773@example.com
ORD1223,Laptop,South,Retail,David,92,319.51,,2021-01-10 07:00:00,user4068@example.com
ORD1224,Printer,West,Online,Frank,54,36.65,,2021-01-10 08:00:00,user1276@example.com
ORD1225,Smartphone,North,Retail,Eva,87,325.69,28335.03,2021-01-10 09:00:00,user6672@example.com
ORD1226,Smartphone,North,Online,Alice,96,487.38,46788.479999999996,2021-01-10 10:00:00,user7530@example.com
ORD1227,Camera,West,Wholesale,Eva,97,44.2,4287.400000000001,2021-01-10 11:00:00,user8000@example.com
ORD1228,Camera,North,Retail,David,1,281.8,281.8,2021-01-10 12:00:00,user5963@example.com
ORD1229,Camera,South,Retail,Charlie,19,376.42,7151.9800000000005,2021-01-10 13:00:00,user4089@example.com
ORD1230,Monitor,East,Wholesale,Charlie,2,407.03,814.06,2021-01-10 14:00:00,user1727@example.com
ORD1231,Tablet,South,Wholesale,Frank,53,212.78,11277.34,2021-01-10 15:00:00,user3823@example.com
ORD1232,Smartphone,South,Online,Frank,44,110.04,4841.76,2021-01-10 16:00:00,user4035@example.com
ORD1233,Smartphone,West,Retail,Charlie,90,30.75,2767.5,2021-01-10 17:00:00,user6351@example.com
ORD1234,Printer,South,Online,Frank,32,294.07,9410.24,2021-01-10 18:00:00,user1620@example.com
ORD1235,Laptop,East,Wholesale,Bob,70,231.93,16235.1,2021-01-10 19:00:00,user1798@example.com
ORD1236,Laptop,South,Online,Eva,32,474.88,15196.16,2021-01-10 20:00:00,user4437@example.com
ORD1237,Keyboard,South,Retail,Alice,68,39.7,2699.6000000000004,2021-01-10 21:00:00,user7752@example.com
ORD1238,Printer,North,Wholesale,Frank,55,345.84,19021.199999999997,2021-01-10 22:00:00,user9673@example.com
ORD1239,Laptop,South,Online,David,75,22.23,1667.25,2021-01-10 23:00:00,user3709@example.com
ORD1240,Laptop,East,Retail,David,56,94.0,5264.0,2021-01-11 00:00:00,user4446@example.com
ORD1241,Printer,North,Online,David,17,232.25,3948.25,2021-01-11 01:00:00,user6379@example.com
ORD1242,Keyboard,North,Wholesale,Alice,38,232.89,8849.82,2021-01-11 02:00:00,user1684@example.com
ORD1243,Mouse,West,Online,Eva,24,345.99,8303.76,2021-01-11 03:00:00,user7074@example.com
ORD1244,Laptop,West,Retail,David,69,456.0,31464.0,2021-01-11 04:00:00,user7421@example.com
ORD1245,Laptop,East,Online,Charlie,98,323.13,31666.739999999998,2021-01-11 05:00:00,user8150@example.com
ORD1246,Keyboard,East,Online,Eva,70,477.23,33406.1,2021-01-11 06:00:00,user6669@example.com
ORD1247,Laptop,West,Retail,Bob,86,441.99,38011.14,2021-01-11 07:00:00,user1904@example.com
ORD1248,Camera,South,Online,David,11,296.4,3260.3999999999996,2021-01-11 08:00:00,user4348@example.com
ORD1249,Printer,North,Wholesale,Eva,16,418.56,6696.96,2021-01-11 09:00:00,user9920@example.com
ORD1250,Monitor,South,Online,Bob,97,324.86,31511.420000000002,2021-01-11 10:00:00,user7334@example.com
ORD1251,Keyboard,South,Wholesale,Bob,73,48.49,3539.77,2021-01-11 11:00:00,user6042@example.com
ORD1252,Smartphone,West,Retail,Frank,59,372.88,21999.92,2021-01-11 12:00:00,user7882@example.com
ORD1253,Keyboard,East,Online,Eva,70,56.51,3955.7,2021-01-11 13:00:00,user7738@example.com
ORD1254,Monitor,North,Retail,Frank,80,301.1,24088.0,2021-01-11 14:00:00,user8246@example.com
ORD1255,Keyboard,East,Wholesale,Charlie,93,354.29,32948.97,2021-01-11 15:00:00,user6772@example.com
ORD1256,Tablet,North,Wholesale,Bob,3,42.6,127.80000000000001,2021-01-11 16:00:00,user6332@example.com
ORD1257,Laptop,West,Retail,Bob,20,123.09,2461.8,2021-01-11 17:00:00,user6725@example.com
ORD1258,Keyboard,West,Wholesale,Frank,59,458.68,27062.12,2021-01-11 18:00:00,user9281@example.com
ORD1259,Camera,North,Wholesale,Charlie,36,311.99,11231.64,2021-01-11 19:00:00,user7822@example.com
